400	-42936.0	0.84
402	-48036.0	0.83
404	-55348.0	0.82
406	-83660.0	0.76
408	-134964.0	0.68
410	-162884.0	0.65
412	-178856.0	0.64
414	-181684.0	0.65
416	-158032.0	0.7
418	-129840.0	0.75
420	-72800.0	0.85
422	-2000.0	1.0
424	84964.0	1.23
426	155808.0	1.48
428	217728.0	1.77
430	282528.0	2.15
432	338040.0	2.58
434	386828.0	3.34
436	414220.0	4.12
438	382420.0	4.21
440	310700.0	4.03
442	270460.0	3.92
444	201280.0	3.47
446	160900.0	3.11
448	106276.0	2.59
450	40476.0	1.64
452	3776.0	1.06
454	-17382.0	0.68
456	-18797.2	0.62
458	-21609.6	0.55
460	-21091.2	0.53
462	-20428.8	0.51
464	-20546.4	0.48
466	-18930.8	0.49
468	-17845.2	0.49
470	-17052.8	0.49
472	-16310.0	0.48
474	-15065.2	0.5
476	-14058.0	0.51
478	-13060.8	0.53
480	-12079.2	0.55
482	-10820.4	0.58
484	-9968.0	0.6
486	-9126.0	0.63
488	-8276.8	0.66
490	-7000.4	0.7
492	-5617.2	0.76
494	-4202.0	0.81
496	-2809.2	0.87
498	-1368.8	0.94
500	-70.8	1.0
502	1236.4	1.06
504	2385.6	1.12
506	3828.4	1.19
508	4749.2	1.24
510	5738.4	1.29
512	6786.4	1.34
514	7670.8	1.38
516	8261.6	1.39
518	7916.8	1.35
520	7387.2	1.31
522	6400.8	1.24
524	5128.4	1.18
526	3447.6	1.11
528	1500.0	1.04
530	-920.4	0.98
532	-3292.0	0.92
534	-4836.0	0.9
536	-6160.0	0.88
538	-6620.0	0.87
540	-6644.0	0.88
542	-5144.0	0.9
544	-2388.0	0.95
546	1400.0	1.03
548	5836.0	1.13
550	10396.0	1.24
552	14404.8	1.36
554	17704.8	1.48
556	20063.2	1.58
558	20708.0	1.62
560	21174.8	1.65
562	19656.0	1.6
564	16656.4	1.49
566	12332.8	1.34
568	6776.0	1.17
570	576.0		1.01
572	-5832.0	0.88
574	-11592.0	0.78
576	-15448.0	0.72
578	-16260.4	0.7
580	-13084.0	0.74
582	-7627.6	0.82
584	-306.8	0.99
586	6251.2	1.24
588	11312.0	1.57
590	13923.6	1.97
592	15001.6	2.43
594	14896.0	2.94
596	14116.4	3.48
598	12554.0	3.79
600	11477.2	4.59
602	10958.4	5.11
604	10439.6	5.91
606	9724.0	6.43
608	8830.0	6.36
610	7937.6	6.27
612	7226.8	6.3
614	6539.2	6.35
616	6234.8	6.62
618	5901.2	6.75
620	5567.6	6.91
622	5335.2	7.22
624	5132.8	7.63
626	4912.4	7.94
628	4708.0	8.15
630	4538.8	8.44
632	4369.6	8.79
634	4218.4	9.23
636	4123.6	9.61
638	4013.2	9.72
640	3903.2	9.83
642	3793.2	9.95
644	3683.2	10.09
646	3574.68	10.16
648	3478.4	10.17
650	3382.12	10.19
652	3285.84	10.21
654	3189.56	10.23
656	3092.48	10.23
658	2994.6	10.2
660	2906.96	10.1
662	2826.28	10.0
664	2745.56	9.9
666	2664.88	9.8
668	2583.4	9.67
670	2501.12	9.51
672	2418.84	9.34
674	2342.04	9.2
676	2272.4	9.06
678	2201.96	8.89
680	2130.32	8.67
682	2058.68	8.46
684	1987.08	8.24
686	1915.44	8.02
688	1840.6	7.71
690	1775.96	7.43
692	1722.88	7.21
694	1669.84	6.98
696	1615.56	6.73
698	1560.08	6.45
700	1504.28	6.19
702	1447.0	5.92
704	1389.76	5.66
706	1331.68	5.4
708	1275.12	5.13
710	1226.48	4.91
712	1177.8	4.69
714	1129.16	4.47
716	1079.32	4.25
718	1028.28	4.02
720	977.88	3.81
722	929.16	3.61
724	880.44	3.42
726	831.28	3.23
728	771.6		3.02
730	712.2		2.83
732	703.4		2.76
734	694.6		2.7
736	682.96	2.63
738	668.08	2.55
740	669.88	2.5
742	702.04	2.53
744	734.2		2.55
746	778.44	2.6
748	830.44	2.65
750	887.24	2.71
752	982.12	2.84
754	993.36	2.81
756	998.48	2.78
758	986.48	2.72
760	962.52	2.64
762	910.44	2.52
764	849.56	2.39
766	787.72	2.26
768	724.92	2.14
770	661.88	2.02
772	598.84	1.9
774	535.8		1.79
776	474.36	1.69
778	415.2		1.59
780	365.44	1.51
782	315.68	1.44
784	265.92	1.36
786	217.36	1.29
788	173.8		1.23
790	134.8		1.18
792	95.8		1.13
794	56.8		1.07
796	16.56		1.02
798	-24.84	0.97
800	-54.28	0.93
802	-84.16	0.9
804	-98.92	0.88
806	-113.72	0.87
808	-132.48	0.85
810	-146.92	0.83
812	-160.16	0.82
814	-173.4	0.8
816	-185.88	0.79
818	-205.52	0.77
820	-222.24	0.76
822	-236.8	0.75
824	-251.32	0.73
826	-263.08	0.72
828	-272.0	0.72
830	-280.96	0.71
832	-289.88	0.71
834	-298.84	0.7
836	-308.56	0.69
838	-319.12	0.68
840	-329.64	0.68
842	-340.2	0.67
844	-350.84	0.66
846	-358.24	0.66
848	-362.48	0.66
850	-366.68	0.65
852	-370.92	0.65
854	-375.12	0.65
856	-382.16	0.64
858	-389.96	0.64
860	-397.68	0.64
862	-405.4	0.63
864	-413.16	0.63
866	-418.48	0.63
868	-421.4	0.62
870	-422.16	0.63
872	-422.84	0.63
874	-423.52	0.63
876	-424.6	0.63
878	-426.08	0.63
880	-427.56	0.63
882	-429.76	0.63
884	-432.0	0.63
886	-433.4	0.63
888	-434.04	0.63
890	-434.4	0.63
892	-434.76	0.63
894	-435.12	0.63
896	-435.48	0.63
898	-435.84	0.63
900	-436.16	0.64
902	-436.96	0.64
904	-438.56	0.64
906	-439.4	0.64
908	-439.44	0.64
910	-439.44	0.64
912	-439.48	0.64
914	-440.4	0.64
916	-442.76	0.64
918	-444.68	0.64
920	-446.64	0.64
922	-448.56	0.63
924	-450.56	0.63
926	-454.44	0.63
928	-456.32	0.63
930	-458.16	0.63
932	-467.32	0.62
934	-479.64	0.61
936	-492.72	0.59
938	-506.64	0.58
940	-520.56	0.57
942	-534.48	0.56
944	-551.88	0.54
946	-569.32	0.53
948	-585.56	0.51
950	-601.76	0.5
952	-617.4	0.49
954	-628.68	0.48
956	-639.52	0.46
958	-649.96	0.45
960	-660.44	0.44
962	-670.88	0.43
964	-682.64	0.42
966	-699.88	0.4
968	-716.28	0.39
970	-732.68	0.37
972	-741.12	0.36
974	-748.52	0.35
976	-754.71	0.34
978	-761.06	0.33
980	-768.34	0.32
982	-775.63	0.31
984	-782.92	0.3
986	-788.6	0.28
988	-792.69	0.27
990	-796.78	0.26
992	-800.87	0.25
994	-804.95	0.24
996	-809.04	0.23
998	-813.13	0.21
1000	-817.22	0.2
